"host_since","host_response_time","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","bathrooms_text","accommodates","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
1064,4,0,55,1,1,3,12,1,0,5,0,0.25,0,0,1,0,0,0,1,0,0,6.59030104819669
3567,0,0,1,1,1,1,2,35,0,5,0,0.21,1,0,0,0,0,0,1,0,0,4.74493212836325
772,1,0,0,1,1,1,2,21,137,5,0,0.1,1,0,0,0,0,1,0,0,0,4.8283137373023
2433,2,1,0,1,1,2,6,1,0,4.71,0,2.68,1,0,0,0,0,1,0,0,0,6.21460809842219
835,1,0,40,1,1,1,2,30,193,5,0,0.24,1,0,0,0,0,0,1,0,0,4.48863636973214
835,1,0,40,1,1,1,1,30,133,4.5,0,0.32,1,0,0,0,0,0,1,0,0,4.27666611901606
1212,4,0,4,1,1,2,4,6,74,4.78,0,2.34,1,0,0,0,0,0,1,0,0,5.85793315448346
868,4,1,2,1,1,2,4,2,272,4.89,0,2.61,1,0,0,0,0,1,0,0,0,5.18738580584075
1832,0,0,1,1,1,1,3,3,0,3,0,0.09,0,0,1,0,0,0,0,1,0,4.0943445622221
835,1,0,40,1,1,1,2,30,124,4.67,0,0.27,1,0,0,0,0,0,1,0,0,4.35670882668959
2329,4,0,3322,1,1,1,4,31,288,0,1,0,1,0,0,0,0,0,1,0,0,6.19440539110467
3439,4,1,8,1,1,1,2,1,80,4.83,1,5.51,0,0,1,0,0,1,0,0,0,4.17438726989564
3439,4,1,8,1,1,1,2,1,104,4.74,1,5.59,0,0,1,0,0,1,0,0,0,4.17438726989564
3439,4,1,8,1,1,1,2,1,96,4.84,1,5.46,0,0,1,0,0,1,0,0,0,4.07753744390572
3439,4,1,8,1,1,1,2,1,76,4.89,1,7.7,0,0,1,0,0,1,0,0,0,4.17438726989564
2849,4,0,26,1,1,1,8,1,31,4.67,1,1.92,0,0,1,0,0,0,1,0,0,6.289715570909
3177,2,0,5,1,0,1,1,1,172,0,0,0,0,0,1,0,0,0,0,1,0,4.24849524204936
2849,4,0,26,1,1,1,6,1,33,4.08,1,0.94,0,0,1,0,0,0,1,0,0,6.1463292576689
747,4,0,1,1,1,1,4,7,342,4.43,0,0.52,0,0,1,0,0,0,0,1,0,4.77912349311153
839,3,0,21,1,1,1,2,30,92,4.33,0,0.37,1,0,0,0,0,0,1,0,0,4.47733681447821
2695,2,0,188,1,1,2,5,30,215,0,0,0,1,0,0,0,0,0,1,0,0,5.56068163101553
2986,4,1,1,1,1,1,4,5,66,4.87,0,2.55,1,0,0,0,0,1,0,0,0,5.27299955856375
4019,3,1,2,1,1,1,4,30,123,5,0,0.65,1,0,0,0,0,1,0,0,0,5.37063802812766
747,4,0,1,1,1,1,3,3,55,4.77,0,0.97,1,0,0,0,1,0,0,0,0,4.8283137373023
2411,4,1,5,1,1,1,4,30,27,5,0,0.62,1,0,0,0,0,1,0,0,0,4.69134788222914
762,0,0,2,1,1,1,4,1,0,4,0,0.08,1,0,0,0,0,1,0,0,0,6.5510803350434
3631,3,0,5,1,1,1,2,14,168,4.8,0,0.45,1,0,0,0,0,1,0,0,0,4.78749174278205
798,2,0,1,1,1,2,2,3,122,4,0,0.32,0,0,1,0,0,0,1,0,0,4.60517018598809
922,0,0,0,1,0,1,10,1,260,4.44,1,0.79,1,0,0,0,0,0,0,1,0,5.64544689764324
830,2,1,1,1,1,1,4,2,141,4.62,0,1.96,1,0,0,0,0,0,0,1,0,4.87519732320115
764,4,0,71,1,1,1,2,1,0,3.67,1,0.23,0,0,1,0,0,0,1,0,0,5.47646355193151
3237,4,0,0,1,0,1,2,5,53,4.8,1,2.26,1,0,0,0,0,0,1,0,0,5.52146091786225
764,4,0,71,1,1,1,2,1,0,4.8,1,0.39,0,0,1,0,0,0,1,0,0,5.51745289646471
746,3,0,2,1,1,1,2,3,0,4.92,0,1.84,0,0,1,0,0,0,1,0,0,4.44265125649032
2796,2,0,0,1,1,1,2,2,336,5,0,0.74,1,0,0,0,0,0,1,0,0,5.98896141688986
3385,2,0,2,1,1,1,4,4,0,4.67,0,0.26,1,0,0,0,0,1,0,0,0,4.83628190695148
1969,3,0,139,1,1,1,3,30,300,5,0,0.39,1,0,0,0,0,0,1,0,0,5.19295685089021
3011,3,0,56,1,1,1,6,30,109,5,0,0.1,1,0,0,0,0,0,1,0,0,5.85507192220243
1969,3,0,139,1,1,1,4,30,310,5,0,0.75,1,0,0,0,0,0,1,0,0,5.13579843705026
3369,1,0,0,1,1,1,4,3,246,5,0,0.38,1,0,0,0,0,0,1,0,0,5.85793315448346
3432,2,1,0,1,1,1,3,30,79,5,0,0.54,1,0,0,0,0,1,0,0,0,5.29831736654804
3011,3,0,56,1,1,1,2,30,110,4.5,0,0.18,1,0,0,0,0,0,1,0,0,5.29330482472449
2543,0,0,2,1,1,1,4,30,0,5,0,0.07,1,0,0,0,0,1,0,0,0,5.41610040220442
2723,4,0,3,1,1,1,3,1,23,4.71,0,2.09,1,0,0,0,0,0,1,0,0,5.18178355029209
3011,3,0,56,1,1,1,4,30,97,4.5,0,0.17,1,0,0,0,0,0,1,0,0,5.41610040220442
3179,4,1,1,1,1,1,2,14,23,5,0,0.65,1,0,0,0,0,0,1,0,0,5.17048399503815
3385,2,0,1,1,1,1,4,3,4,5,0,0.28,1,0,0,0,0,1,0,0,0,5.51745289646471
2229,4,1,1,1,1,1,2,30,81,5,0,0.58,1,0,0,0,0,1,0,0,0,5.69035945432406
2084,4,0,1,1,1,2.5,1,1,264,4.66,1,4.93,0,0,1,0,0,1,0,0,0,4.39444915467244
2328,3,0,1,1,1,1,3,31,6,5,0,0.08,1,0,0,0,0,1,0,0,0,5.29831736654804
764,4,0,71,1,1,1,2,1,0,4.06,1,1.28,0,0,1,0,0,0,1,0,0,5.43372200355424
2628,3,1,0,1,0,2,4,5,199,5,0,1.13,1,0,0,0,0,0,0,1,0,5.50533153593236
745,4,1,1,1,1,1,4,4,124,5,0,2.92,1,0,0,0,0,0,0,0,1,4.56434819146784
962,4,0,1,1,1,1,4,5,188,5,0,0.9,1,0,0,0,0,1,0,0,0,5.09375020080676
1064,4,0,55,1,1,5,16,1,0,5,0,0.34,0,0,1,0,0,0,1,0,0,7.09920174355309
3150,2,0,1,1,1,1,4,14,265,0,0,0,1,0,0,0,0,1,0,0,0,5.98141421125448
2656,0,0,0,1,1,1,2,3,0,5,0,0.23,1,0,0,0,0,0,1,0,0,5.01063529409626
3410,2,0,1,1,1,1,3,30,117,0,1,0,1,0,0,0,0,0,0,1,0,4.60517018598809
3940,2,1,2,1,1,1,2,3,34,5,0,1.17,1,0,0,0,0,1,0,0,0,5.25749537202778
2721,4,1,0,1,1,2,2,5,96,4.88,1,2.59,0,0,1,0,0,0,1,0,0,4.36944785246702
3669,4,1,3,1,0,1,2,30,78,5,0,0.31,1,0,0,0,0,1,0,0,0,5.70044357339069
4255,4,0,2,1,1,2,4,30,338,5,1,0.51,1,0,0,0,0,0,1,0,0,6.74405918631135
2483,4,0,3,1,1,1,1,1,231,4.32,1,2.39,0,0,1,0,0,0,0,1,0,3.61091791264422
2157,4,1,6,1,1,0,2,2,198,5,0,1.47,0,0,1,0,1,0,0,0,0,4.0943445622221
2527,4,0,4,1,0,1,5,3,64,4.46,1,0.99,1,0,0,0,0,1,0,0,0,5.17048399503815
1267,4,1,4,1,1,1,6,30,307,5,0,0.1,1,0,0,0,0,1,0,0,0,6.90274273715859
745,1,0,0,1,1,2,7,3,0,4.44,0,0.67,1,0,0,0,0,0,0,1,0,5.15905529921453
2281,4,1,1,1,1,1,4,2,241,4.98,1,3.8,1,0,0,0,0,1,0,0,0,5.01063529409626
1724,4,1,0,1,1,1,2,30,155,5,0,0.16,1,0,0,0,0,0,1,0,0,4.75359019110636
2095,4,0,1,1,1,1,4,14,84,5,0,0.57,1,0,0,0,0,1,0,0,0,4.9416424226093
835,1,0,40,1,1,1,2,30,99,3,0,0.72,1,0,0,0,0,0,1,0,0,4.31748811353631
835,1,0,40,1,1,1,2,30,315,5,0,0.17,1,0,0,0,0,0,1,0,0,4.38202663467388
1224,4,0,2,1,1,1,2,5,304,4.48,1,1.72,1,0,0,0,0,1,0,0,0,5.33271879326537
1359,4,0,5,1,1,1,3,30,124,4.2,0,0.41,1,0,0,0,0,1,0,0,0,4.70048036579242
744,3,1,0,1,1,1.5,2,3,314,4.88,0,5.84,0,0,1,0,0,1,0,0,0,4.8283137373023
744,4,1,1,1,1,1,6,1,282,4.81,0,4.61,1,0,0,0,0,1,0,0,0,5.7037824746562
1623,4,1,0,1,1,1,4,2,250,4.8,1,4.12,1,0,0,0,0,0,0,1,0,4.98360662170834
867,4,1,9,1,1,1,1,90,173,5,1,0.41,1,0,0,0,0,0,1,0,0,4.8283137373023
2651,4,1,1,1,0,2,7,2,192,4.92,0,4.58,1,0,0,0,0,1,0,0,0,6.18620862390049
744,0,0,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.78749174278205
867,4,1,9,1,1,1,1,90,179,5,1,0.24,1,0,0,0,0,0,1,0,0,4.90527477843843
1284,4,1,3,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.00394630594546
1299,4,0,1,1,1,1,2,3,188,4.67,1,0.29,1,0,0,0,0,1,0,0,0,5.19295685089021
1435,4,1,0,1,1,1,3,2,30,4.92,1,6.21,1,0,0,0,0,1,0,0,0,5.07517381523383
1369,3,0,1,1,1,3,4,1,282,4.08,0,1.79,0,0,1,0,0,1,0,0,0,3.87120101090789
3135,3,1,1,1,1,2,6,10,144,4.83,0,0.56,1,0,0,0,0,1,0,0,0,5.13579843705026
2576,3,0,3,1,1,2,10,20,69,5,1,0.09,1,0,0,0,1,0,0,0,0,5.61677109766657
773,0,0,1,1,1,1,1,90,0,0,0,0,1,0,0,0,0,1,0,0,0,3.91202300542815
2956,4,0,405,1,1,1,4,30,60,0,0,0,1,0,0,0,0,0,1,0,0,6.47543271670409
755,3,0,0,1,0,1.5,1,30,48,4.5,0,0.16,0,0,1,0,0,0,1,0,0,3.97029191355212
755,3,0,0,1,0,2,1,30,291,0,0,0,0,0,1,0,0,0,1,0,0,4.12713438504509
3628,3,0,3,1,0,1,4,30,68,0,1,0,0,0,1,0,0,1,0,0,0,5.01063529409626
858,4,0,23,1,1,2,2,2,158,3.64,1,0.93,0,0,1,0,0,0,1,0,0,4.88280192258637
2295,3,0,1,1,1,1,6,1,168,0,1,0,1,0,0,0,0,1,0,0,0,5.62401750618734
2920,3,0,11,1,1,1.5,3,2,268,4.86,0,3.31,0,0,1,0,0,1,0,0,0,4.44265125649032
763,4,1,0,1,1,1,2,2,142,4.67,0,0.68,0,0,1,0,0,0,0,1,0,4.07753744390572
744,4,0,0,1,1,1,2,1,152,4.79,1,1.69,0,0,1,0,0,0,0,1,0,4.75359019110636
867,4,1,9,1,1,1,1,90,43,5,1,0.32,1,0,0,0,0,0,1,0,0,4.79579054559674
743,0,0,1,0,0,0,3,1,0,4,0,0.08,1,0,0,0,0,0,0,1,0,5.72031177660741
2325,4,0,1,1,1,2,4,3,123,4.68,0,1.93,1,0,0,0,0,1,0,0,0,5.22035582507832
3325,4,1,0,1,1,1,3,1,69,4.94,0,3.86,1,0,0,0,0,1,0,0,0,5.99146454710798
1168,4,0,1,1,1,1,2,1,150,4.56,1,2.02,0,0,1,0,0,0,0,1,0,4.21950770517611
1543,4,1,1,1,0,1,4,3,199,4.86,0,4.44,1,0,0,0,0,0,1,0,0,5.74300318780948
743,3,0,1,1,1,1,3,4,339,3.8,1,0.44,1,0,0,0,0,0,0,1,0,4.59511985013459
1969,3,0,139,1,1,1,6,30,303,4.33,0,0.3,1,0,0,0,0,0,1,0,0,5.52146091786225
2025,4,0,3,1,1,1,2,1,323,4.83,0,3.97,0,0,1,0,0,1,0,0,0,4.57471097850338
2329,4,0,3322,1,1,1,2,31,306,0,1,0,1,0,0,0,0,0,1,0,0,6.0282785202307
1168,4,0,1,1,1,1,2,1,238,0,1,0,1,0,0,0,0,0,0,1,0,4.26267987704132
2904,2,0,1,1,1,1,1,2,33,4.42,0,0.92,0,0,1,0,0,1,0,0,0,4.63472898822964
826,0,0,4,1,1,1,4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,6.21460809842219
3123,3,0,204,1,1,1,3,30,300,5,1,0.08,1,0,0,0,0,0,1,0,0,5.75574221358691
1017,2,0,1,1,1,1,4,2,8,4.63,0,1.01,1,0,0,0,0,0,1,0,0,5.12396397940326
2646,3,0,0,1,1,1,2,3,0,4.57,0,1.1,1,0,0,0,0,1,0,0,0,4.78749174278205
1162,3,1,1,1,0,1,4,30,282,5,0,0.22,1,0,0,0,0,0,0,1,0,5.16478597392351
2707,3,0,0,1,0,1,5,7,32,0,1,0,1,0,0,0,0,0,1,0,0,5.11799381241676
3243,3,1,16,1,1,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,5.28320372873799
742,4,0,0,1,1,1,12,2,105,4.55,0,1.65,1,0,0,0,0,0,0,1,0,6.11368217983223
744,3,1,0,1,1,1,2,3,296,4.87,0,4.51,0,0,1,0,0,1,0,0,0,4.70048036579242
3159,2,0,4,1,1,2,12,1,310,4.46,0,1.05,0,0,1,0,0,1,0,0,0,5.52146091786225
1199,3,0,2,1,1,1,2,1,54,4.75,0,1.42,1,0,0,0,0,0,0,1,0,4.35670882668959
2968,4,1,6,1,1,1,3,30,32,5,0,0.16,1,0,0,0,0,0,1,0,0,5.97888576490112
3927,4,1,2,1,1,1,2,30,2,5,0,0.83,1,0,0,0,0,1,0,0,0,5.01063529409626
3357,0,0,0,1,1,1,1,7,31,5,0,0.16,1,0,0,0,0,0,1,0,0,4.55387689160054
2563,0,0,0,1,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,4.74493212836325
835,1,0,40,1,1,1,2,30,116,5,0,0.4,1,0,0,0,0,0,1,0,0,4.48863636973214
867,4,1,9,1,1,1,1,90,194,5,1,1,1,0,0,0,0,0,1,0,0,4.86753445045558
839,3,0,21,1,1,1,2,30,89,5,0,0.24,1,0,0,0,0,0,1,0,0,4.40671924726425
3467,0,0,2,1,1,1,2,8,59,5,1,0.24,1,0,0,0,0,0,1,0,0,4.36944785246702
1574,4,0,4,1,0,2,6,3,188,4.62,1,3.02,1,0,0,0,0,0,0,1,0,5.4510384535657
3676,4,0,6,1,1,1,1,2,212,5,0,0.16,0,0,1,0,1,0,0,0,0,4.38202663467388
2329,4,0,3322,1,1,1.5,4,31,336,0,1,0,1,0,0,0,0,0,1,0,0,6.34388043412633
764,4,0,71,1,1,1,2,1,0,3.88,1,0.62,0,0,1,0,0,0,1,0,0,5.47646355193151
2329,4,0,3322,1,1,1.5,4,31,291,0,1,0,1,0,0,0,0,0,1,0,0,6.41017488196617
2329,4,0,3322,1,1,1,2,31,38,0,1,0,1,0,0,0,0,0,1,0,0,6.2803958389602
2329,4,0,3322,1,1,1,2,31,270,0,1,0,1,0,0,0,0,0,1,0,0,6.04025471127741
2329,4,0,3322,1,1,1.5,4,31,357,0,1,0,1,0,0,0,0,0,1,0,0,6.76619171466035
2329,4,0,3322,1,1,1,2,31,0,0,1,0,1,0,0,0,0,0,1,0,0,6.4393503711001
4034,4,1,0,1,1,1,2,3,24,4.9,1,4.16,1,0,0,0,0,0,0,1,0,4.52178857704904
740,3,0,1,1,1,1,4,30,281,0,0,0,1,0,0,0,0,0,1,0,0,5.4380793089232
740,3,0,1,1,1,1,4,30,293,0,0,0,1,0,0,0,0,0,1,0,0,5.52146091786225
740,3,0,1,1,1,1,4,30,277,0,0,0,1,0,0,0,0,0,1,0,0,5.52146091786225
2982,4,0,7,1,1,1.5,2,1,355,4.72,1,2.54,0,0,1,0,0,1,0,0,0,4.36944785246702
743,4,0,12,1,1,1,2,1,329,4.69,1,81.26,0,0,1,0,0,0,1,0,0,5.76519110278484
764,4,0,71,1,1,1,2,1,0,4.2,1,0.38,0,0,1,0,0,0,1,0,0,5.47646355193151
2522,3,0,3,1,1,2,5,10,268,5,1,1.13,1,0,0,0,0,1,0,0,0,5.0998664278242
2522,3,0,3,1,1,1,3,10,268,4.85,1,1.05,1,0,0,0,0,1,0,0,0,4.8283137373023
3198,3,1,7,1,1,1,2,30,31,5,0,0.31,1,0,0,0,0,0,1,0,0,5.50125821054473
1724,4,1,0,1,1,1,2,30,310,0,0,0,1,0,0,0,0,0,1,0,0,4.65396035015752
841,4,0,6,1,1,1,6,2,177,4.75,1,4.54,1,0,0,0,0,0,0,1,0,5.06890420222023
3461,4,1,1,1,1,1,2,5,36,5,0,1.17,0,0,1,0,0,1,0,0,0,4.93447393313069
2695,2,0,188,1,1,1,4,30,202,4,0,0.16,1,0,0,0,0,0,1,0,0,5.19295685089021
745,4,1,0,1,1,1,4,3,172,4.79,1,4.77,1,0,0,0,0,0,1,0,0,5.73657229747919
1744,4,0,3,1,1,1,4,2,34,4.57,1,3.63,1,0,0,0,0,0,1,0,0,5.16478597392351
2968,4,1,6,1,1,1,4,30,179,5,0,0.1,1,0,0,0,0,0,1,0,0,6.13122648948314
1337,0,0,0,1,1,1,2,3,0,4.14,0,0.54,0,0,1,0,0,0,1,0,0,4.51085950651685
2580,0,0,0,1,1,1,4,14,0,0,0,0,1,0,0,0,0,1,0,0,0,4.9416424226093
2649,2,0,2,1,0,1,1,2,129,4.76,0,2.19,0,0,1,0,0,1,0,0,0,4.94875989037817
2694,3,0,13,1,1,1,4,31,310,4.83,0,0.45,1,0,0,0,0,0,1,0,0,5.39362754635236
4438,4,0,0,1,1,1,3,5,76,5,1,1.94,1,0,0,0,0,1,0,0,0,5.24702407216049
2952,2,0,28,1,1,2,1,30,275,4,0,0.2,0,0,1,0,0,1,0,0,0,3.63758615972639
806,4,1,0,1,0,1,5,2,336,4.81,1,4.09,1,0,0,0,0,1,0,0,0,5.06890420222023
758,4,0,15,1,1,3,2,30,110,4.5,0,0.22,0,0,1,0,0,0,1,0,0,4.06044301054642
2165,0,0,1,1,1,1.5,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,5.29831736654804
2323,0,0,1,1,0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,4.78749174278205
3067,3,1,0,1,1,1,3,30,63,5,0,0.3,1,0,0,0,0,0,1,0,0,5.85793315448346
1735,0,0,0,1,1,1,2,6,0,5,0,0.41,1,0,0,0,0,1,0,0,0,5.7037824746562
2147,2,0,0,1,1,1,3,30,118,4,0,0.1,1,0,0,0,0,0,1,0,0,5.16478597392351
764,4,0,71,1,1,1,2,1,0,3.9,1,0.82,0,0,1,0,0,0,1,0,0,5.43372200355424
1831,0,0,0,1,1,1,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,5.12989871492307
1262,4,1,1,1,0,1,1,2,314,4.67,1,2.31,0,0,1,0,0,0,0,1,0,4.24849524204936
2441,4,1,1,1,1,1.5,2,3,49,4.87,1,2.26,1,0,0,0,0,0,1,0,0,5.97888576490112
738,4,0,2,1,0,1,4,1,345,4.78,0,2.45,1,0,0,0,1,0,0,0,0,4.95582705760126
2826,4,1,0,1,1,1,2,1,0,4.53,1,5,0,0,1,0,0,0,1,0,0,4.55387689160054
869,3,0,12,1,1,2,5,15,351,4.33,1,0.25,1,0,0,0,0,1,0,0,0,5.78382518232974
869,3,0,12,1,1,2,5,30,288,4.33,1,0.36,1,0,0,0,0,1,0,0,0,5.4510384535657
738,1,0,0,1,0,2,6,3,360,4.17,0,0.53,1,0,0,0,0,0,0,1,0,5.61677109766657
869,3,0,12,1,1,2,5,15,124,4.5,1,0.24,1,0,0,0,0,1,0,0,0,5.78689738136671
1076,4,1,1,1,1,1,1,1,358,5,0,1.46,0,0,1,0,0,0,0,1,0,4.59511985013459
1071,4,0,1,1,0,1,5,1,179,4,1,0.94,1,0,0,0,1,0,0,0,0,5.94017125272043
1763,4,0,1,1,1,1,2,30,54,5,1,0.11,0,0,1,0,0,1,0,0,0,4.60517018598809
4268,4,1,5,1,1,1,1,14,0,5,0,0.65,0,0,1,0,1,0,0,0,0,3.76120011569356
869,3,0,12,1,1,1,3,30,323,4.75,1,0.4,1,0,0,0,0,1,0,0,0,5.28320372873799
775,4,1,1,1,1,1,6,1,113,4.95,1,11.63,1,0,0,0,0,1,0,0,0,5.02388052084628
2329,4,0,3322,1,1,1.5,4,31,335,0,1,0,1,0,0,0,0,0,1,0,0,6.30991827822652
3951,4,0,53,1,1,2,4,30,227,4,0,0.68,1,0,0,0,0,0,1,0,0,5.85220247977447
2834,4,0,2,1,1,1,4,30,0,5,1,0.08,1,0,0,0,0,1,0,0,0,4.60517018598809
764,4,0,71,1,1,1,6,1,0,0,1,0,0,0,1,0,0,0,1,0,0,6.16331480403464
2507,0,0,1,1,1,1,2,30,0,0,0,0,1,0,0,0,0,0,1,0,0,5.16478597392351
743,4,0,12,1,1,1,4,1,331,4.64,1,60.88,0,0,1,0,0,0,1,0,0,5.92157841964382
743,4,0,12,1,1,1,2,1,330,4.83,1,1.6,0,0,1,0,0,0,1,0,0,6.03068526026126
743,4,0,12,1,1,1,4,1,321,4.4,1,0.41,0,0,1,0,0,0,1,0,0,6.04025471127741
743,4,0,12,1,1,1,2,1,331,4.72,1,68.58,0,0,1,0,0,0,1,0,0,5.93753620508243
743,4,0,12,1,1,1,4,1,309,4.84,1,3.07,0,0,1,0,0,0,1,0,0,5.96870755998537
743,4,0,12,1,1,1,2,1,313,4.81,1,1.37,0,0,1,0,0,0,1,0,0,6.05678401322862
743,4,0,12,1,1,1,4,1,331,4.6,1,0.92,0,0,1,0,0,0,1,0,0,6.06842558824411
4187,4,0,28,1,1,1,6,1,57,4.63,0,3.88,1,0,0,0,0,0,1,0,0,5.35185813347607
1084,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0943445622221
2795,4,0,1,1,0,1,2,3,162,5,1,0.48,0,0,1,0,0,0,1,0,0,5.61677109766657
3209,4,1,0,1,1,1,2,1,343,5,0,1.27,0,0,1,0,0,1,0,0,0,4.93447393313069
2175,4,0,0,1,1,1,2,3,340,4.8,0,1.08,1,0,0,0,0,1,0,0,0,4.60517018598809
2014,4,0,5,1,1,1,2,2,135,4.52,1,4.88,0,0,1,0,0,1,0,0,0,4.34380542185368
2014,4,0,5,1,1,2,2,2,53,4.33,1,4.41,0,0,1,0,0,1,0,0,0,4.51085950651685
2578,3,0,2,1,1,1,2,3,8,5,0,0.56,1,0,0,0,0,0,0,1,0,5.38449506278909
2029,4,0,4,1,0,1,2,7,103,4.71,0,0.76,0,0,1,0,0,0,1,0,0,5.22035582507832
739,0,0,1,1,1,1,1,28,0,0,0,0,0,0,1,0,1,0,0,0,0,3.63758615972639
3796,2,1,0,1,1,1,2,30,98,5,0,0.51,1,0,0,0,0,1,0,0,0,4.53259949315326
3198,3,1,7,1,1,1,2,30,35,5,0,0.56,1,0,0,0,0,0,1,0,0,5.41610040220442
3198,3,1,7,1,1,1,2,30,56,5,0,0.35,1,0,0,0,0,0,1,0,0,5.95842469302978
2781,4,1,1,1,1,1,4,30,115,5,0,0.54,1,0,0,0,0,0,0,1,0,5.01063529409626
738,4,0,3,1,1,1,2,3,97,4.82,1,3.41,1,0,0,0,0,1,0,0,0,4.71849887129509
3951,4,0,53,1,1,1,2,30,170,0,0,0,1,0,0,0,0,0,1,0,0,5.39362754635236
737,0,1,1,1,0,1,1,2,154,5,1,0.25,0,0,1,0,0,0,1,0,0,4.34380542185368
2916,1,0,0,1,1,2,4,31,358,0,0,0,1,0,0,0,0,0,1,0,0,6.39692965521615
3201,4,0,1,1,1,1,2,2,128,4.65,1,2.28,0,0,1,0,0,0,1,0,0,4.55387689160054
2232,2,0,1,1,1,1,1,90,365,3,0,0.15,0,0,1,0,0,0,0,1,0,4.00733318523247
975,2,0,0,1,1,1,1,1,165,4.56,0,0.71,0,0,1,0,1,0,0,0,0,4.20469261939097
2329,4,0,3322,1,1,1,2,31,312,0,1,0,1,0,0,0,0,0,1,0,0,5.99893656194668
3123,3,0,204,1,1,1,3,30,293,5,1,0.09,1,0,0,0,0,0,1,0,0,5.40717177146012
3347,0,0,0,1,1,2,3,30,0,5,0,0.1,1,0,0,0,0,0,1,0,0,4.97673374242057
2861,4,0,1,1,1,1,4,15,247,5,0,0.55,1,0,0,0,0,1,0,0,0,5.13579843705026
1717,0,0,2,1,1,1,2,5,0,5,0,0.15,1,0,0,0,0,1,0,0,0,5.07517381523383
1284,4,1,3,1,1,1,4,1,179,4.87,0,3.78,1,0,0,0,0,1,0,0,0,5.93489419561959
2417,4,1,0,1,0,1,4,3,16,4.77,0,2.84,1,0,0,0,0,1,0,0,0,5.01063529409626
4445,4,1,0,1,1,1,4,2,201,4.95,0,5.16,1,0,0,0,0,1,0,0,0,5.05624580534831
2569,4,0,2,1,1,1,3,1,178,0,0,0,1,0,0,0,0,0,0,1,0,6.00881318544259
3292,4,0,0,1,1,1,2,1,119,4.7,0,2.68,0,0,1,0,0,1,0,0,0,4.38202663467388
736,4,1,1,1,1,1,2,2,97,4.7,0,6.46,0,0,1,0,0,1,0,0,0,4.35670882668959
1786,4,1,2,1,0,2,6,2,283,4.85,0,1.72,1,0,0,0,0,0,1,0,0,5.68017260901707
736,4,0,1,1,1,1,2,2,158,4.4,1,1.2,1,0,0,0,0,1,0,0,0,5.00394630594546
919,4,1,451,1,1,2,4,2,191,0,0,0,1,0,0,0,0,0,1,0,0,6.77878489768518
919,4,1,451,1,1,1,4,2,191,0,0,0,1,0,0,0,0,0,1,0,0,6.21260609575152
919,4,1,451,1,1,1,4,2,191,0,0,0,1,0,0,0,0,0,1,0,0,5.99146454710798
4317,0,0,0,1,0,1,3,6,0,5,0,0.09,1,0,0,0,0,1,0,0,0,5.16478597392351
2329,4,0,3322,1,1,1,2,31,129,4,1,0.12,1,0,0,0,0,0,1,0,0,6.57228254269401
2329,4,0,3322,1,1,1,2,31,181,0,1,0,1,0,0,0,0,0,1,0,0,6.24222326545517
2507,4,0,4,1,1,1,5,1,301,4.13,1,2.93,1,0,0,0,0,0,1,0,0,5.37063802812766
2329,4,0,3322,1,1,1.5,4,31,336,0,1,0,1,0,0,0,0,0,1,0,0,6.24610676548156
735,3,0,1,1,1,1,2,30,286,5,0,0.49,1,0,0,0,0,0,0,1,0,5.39362754635236
2469,2,0,30,1,1,1,4,30,144,0,0,0,1,0,0,0,0,0,1,0,0,4.8283137373023
1913,4,1,1,1,1,1,4,1,1,4.97,1,2.48,1,0,0,0,0,0,1,0,0,5.31811999384422
3252,4,0,14,1,1,1,2,1,152,4.92,1,1.23,0,0,1,0,0,0,1,0,0,5.68017260901707
758,4,0,15,1,1,3,2,30,108,0,0,0,0,0,1,0,0,0,1,0,0,4.21950770517611
2176,3,1,0,1,1,1,2,7,0,5,1,1.51,1,0,0,0,0,1,0,0,0,5.04342511691925
3951,4,0,53,1,1,2,4,30,308,5,0,0.36,1,0,0,0,0,0,1,0,0,5.76832099579377
1868,4,0,2,1,1,1,1,1,246,5,1,0.24,0,0,1,0,0,0,0,1,0,4.14313472639153
1594,4,0,5,1,0,1.5,1,30,184,5,0,0.41,0,0,1,0,0,0,1,0,0,4.11087386417331
2490,4,0,0,1,1,1,2,7,5,5,1,0.34,1,0,0,0,1,0,0,0,0,4.18965474202643
736,0,0,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.66343909411207
